  11.0017052  33.1956711
  9.90153408  29.1045036
  8.91138077  48.0757599
  8.02024269  43.399765
  7.21821833  36.6326485
  6.49639654  37.8720894
  5.84675694  34.5707512
  5.26208115  36.6335602
  4.73587275  37.0229912
  4.26228523  30.6592941
  3.83605671  23.7239761
  3.45245099  24.1628952
  3.10720587  26.6875439
  2.79648519  28.1217995
  2.51683664  36.8970795
  2.26515293  28.4003658
  2.03863764  21.6226864
  1.83477378  15.0685673
  1.65129638  19.4388676
  1.48616672  13.9413061
  1.33755004  12.2839699
  1.20379496  13.1588697
  1.08341539  13.7660704
  0.975073814  11.8505239
  0.877566397  13.9134684
  0.789809763  13.274128
  0.710828781  12.2738791
  0.639745891  11.2949057
  0.575771272  12.2381945
  0.518194139  11.5120325
  0.466374725  10.8608646
  0.41973725  10.1876678
  0.37776351  10.1380987
  0.339987159  9.86988449
  0.305988431  9.43580914
  0.275389582  9.30963039
  0.247850612  8.43188858
  0.22306554  7.53994894
  0.200758979  7.76995659
  0.180683076  7.9722414
  0.162614763  7.36700535
  0.146353289  7.06694841
  0.13171795  7.09059143
  0.118546151  7.22063398
  0.106691532  7.45366573
  0.0960223749  7.3837328
  0.0864201337  6.9606185
  0.0777781159  6.89705896
  0.0700003058  6.83346605
  0.0630002767  6.81716442
  0.0567002483  6.55476093
  0.0510302223  6.52474689
  0.0459272005  6.53728724
  0.04133448  6.40302944
  0.037201032  6.40543127
  0.0334809273  6.38952637
  0.0301328339  6.36010647
  0.027119549  6.38025331
  0.0244075935  6.3815074
  0.0219668336  6.37240887
  0.0197701491  6.38981438
  0.0177931339  6.26566744
  0.0160138197  6.21709633
  0.0144124376  6.15582991
  0.0129711935  6.06905603
  0.0116740735  6.02807808
  0.0105066663  5.97421169
  0.00945599936  5.95875216
  0.00851039961  5.99649048
  0.00765935937  5.97144318
  0.00689342339  5.95708418
  0.00620408077  5.87363195
  0.00558367232  0.
