 -0.00849463604 -0.176502526 -1122.
 -0.00893374346 -0.183253646 -1120.90002
 -0.0099808732 -0.185891002 -1119.80005
 -0.00973797496 -0.192668304 -1118.69995
 -0.00945154205 -0.198143661 -1117.59998
 -0.0097158365 -0.208205625 -1116.5
 -0.00966083352 -0.216189802 -1115.40002
 -0.0108856326 -0.221241131 -1114.30005
 -0.0115642715 -0.23059909 -1113.19995
 -0.0118806269 -0.237856627 -1112.09998
 -0.0121327136 -0.245953292 -1111.
 -0.0120112551 -0.253488332 -1109.90002
 -0.0116190184 -0.266128719 -1108.80005
 -0.0124495476 -0.275960863 -1107.69995
 -0.0130838631 -0.287733704 -1106.59998
 -0.0133994147 -0.295389891 -1105.5
 -0.0141893961 -0.30573824 -1104.40002
 -0.0135692451 -0.320108235 -1103.30005
 -0.0136396261 -0.331732035 -1102.19995
 -0.0140522597 -0.345104814 -1101.09998
 -0.0144976443 -0.359680891 -1100.
 -0.0153041035 -0.375303 -1098.90002
 -0.0163729023 -0.386801153 -1097.80005
 -0.0162844025 -0.40255335 -1096.69995
 -0.0164542347 -0.418579489 -1095.59998
 -0.016946001 -0.437960774 -1094.5
 -0.0171492882 -0.45836857 -1093.40002
 -0.0185432527 -0.474580944 -1092.30005
 -0.0194673073 -0.495761454 -1091.19995
 -0.0201536175 -0.51682502 -1090.09998
 -0.0206604209 -0.538278162 -1089.
 -0.0208952632 -0.560398519 -1087.90002
 -0.0209706649 -0.588963687 -1086.80005
 -0.0221387148 -0.615034163 -1085.69995
 -0.0229963288 -0.643885076 -1084.59998
 -0.0236715376 -0.671102822 -1083.5
 -0.0247202199 -0.700645447 -1082.40002
 -0.0246577002 -0.736554921 -1081.30005
 -0.0251692254 -0.770154536 -1080.19995
 -0.0259859711 -0.807470322 -1079.09998
 -0.0269101355 -0.846912861 -1078.
 -0.0281921048 -0.889764547 -1076.90002
 -0.0296360999 -0.930801451 -1075.80005
 -0.0301102791 -0.976940989 -1074.69995
 -0.0308132339 -1.02604306 -1073.59998
 -0.0320982412 -1.08039165 -1072.5
 -0.0329179987 -1.13781917 -1071.40002
 -0.0348794796 -1.19478118 -1070.30005
 -0.0364365913 -1.25882757 -1069.19995
 -0.0377417393 -1.32639515 -1068.09998
 -0.0390178673 -1.3977195 -1067.
 -0.0399236493 -1.47307289 -1065.90002
 -0.0410025641 -1.55792642 -1064.80005
 -0.043122042 -1.64606118 -1063.69995
 -0.0448205918 -1.74074161 -1062.59998
 -0.0463991985 -1.83914137 -1061.5
 -0.0486805178 -1.94548488 -1060.40002
 -0.0494547486 -2.0635314 -1059.30005
 -0.051122617 -2.186445 -1058.19995
 -0.0532048978 -2.32020426 -1057.09998
 -0.0554309413 -2.46409512 -1056.
 -0.0581046566 -2.61988926 -1054.90002
 -0.0608785823 -2.78301978 -1053.80005
 -0.0628808141 -2.96273494 -1052.69995
 -0.065219909 -3.15528393 -1051.59998
 -0.0680408552 -3.36650372 -1050.5
 -0.0706309229 -3.59360909 -1049.40002
 -0.0745297968 -3.83747935 -1048.30005
 -0.0782321692 -4.1041708 -1047.19995
 -0.0815032572 -4.39317131 -1046.09998
 -0.0850579888 -4.70597363 -1045.
 -0.0883769393 -5.04574776 -1043.90002
 -0.0921405703 -5.42066336 -1042.80005
 -0.0968981087 -5.82607174 -1041.69995
 -0.101657599 -6.27011585 -1040.59998
 -0.106198542 -6.75312281 -1039.5
 -0.111783318 -7.28285742 -1038.40002
 -0.116290942 -7.86616278 -1037.30005
 -0.121658333 -8.50448132 -1036.19995
 -0.12774007 -9.20682144 -1035.09998
 -0.134273738 -9.98100948 -1034.
 -0.141684413 -10.8363094 -1032.90002
 -0.149351075 -11.7758856 -1031.80005
 -0.156614825 -12.8187637 -1030.69995
 -0.164791167 -13.9727116 -1029.59998
 -0.173750579 -15.256897 -1028.5
 -0.182884052 -16.6833725 -1027.40002
 -0.194013789 -18.2696476 -1026.30005
 -0.205203593 -20.0414906 -1025.19995
 -0.216872275 -22.0198956 -1024.09998
 -0.229233533 -24.2348022 -1023.
 -0.242192775 -26.7163868 -1021.90002
 -0.25648132 -29.5098915 -1020.79999
 -0.271978587 -32.6513252 -1019.70001
 -0.28881669 -36.1947861 -1018.59998
 -0.306518734 -40.1931877 -1017.5
 -0.325992465 -44.7209892 -1016.40002
 -0.346716285 -49.8577538 -1015.29999
 -0.368267804 -55.6888962 -1014.20001
 -0.391468853 -62.3279419 -1013.09998
 -0.417165905 -69.8975067 -1012.
 -0.445282131 -78.5454636 -1010.90002
 -0.475251317 -88.4367905 -1009.79999
 -0.507178247 -99.7764282 -1008.70001
 -0.541561306 -112.798317 -1007.59998
 -0.57891947 -127.779854 -1006.5
 -0.618392289 -145.040009 -1005.40002
 -0.661307275 -164.961823 -1004.29999
 -0.707841992 -187.999557 -1003.20001
 -0.758009434 -214.687164 -1002.09998
 -0.81073755 -245.670547 -1001.
 -0.866425693 -281.72583 -999.900024
 -0.926133275 -323.81546 -998.799988
 -0.989840984 -373.092651 -997.700012
 -1.0571872 -431.001495 -996.599976
 -1.12784672 -499.236633 -995.5
 -1.20275998 -579.618652 -994.400024
