    -957.00      -0.04
    -951.50      -4.59
    -946.00      -0.67
    -940.50       2.50
    -935.00       0.52
    -929.50      -0.79
    -924.00      -0.01
    -918.50       0.71
    -913.00      -0.28
    -907.50      -1.65
    -902.00       0.09
    -896.50       1.42
    -891.00       0.13
    -885.50      -1.37
    -880.00      -0.40
    -874.50       0.13
    -869.00      -0.39
    -863.50      -1.19
    -858.00      -0.42
    -852.50      -0.04
    -847.00      -0.47
    -841.50      -0.56
    -836.00      -0.18
    -830.50       0.43
    -825.00       0.03
    -819.50      -0.10
    -814.00      -0.63
    -808.50      -1.40
    -803.00      -0.44
    -797.50       0.28
    -792.00       0.01
    -786.50      -0.81
    -781.00       0.92
    -775.50       2.38
    -770.00       1.61
    -764.50       1.65
    -759.00       0.99
    -753.50       0.36
    -748.00       0.65
    -742.50       0.42
    -737.00       0.66
    -731.50       0.13
    -726.00       0.81
    -720.50       1.23
    -715.00       0.66
    -709.50      -0.08
    -704.00      -0.28
    -698.50      -1.43
    -693.00      -0.01
    -687.50       1.10
    -682.00      -0.06
    -676.50      -1.08
    -671.00      -0.20
    -665.50       0.83
    -660.00       0.03
    -654.50      -0.37
    -649.00      -0.47
    -643.50      -0.61
    -638.00      -0.12
    -632.50       0.77
    -627.00      -0.32
    -621.50      -1.67
    -616.00      -0.05
    -610.50       2.05
    -605.00       0.22
    -599.50      -0.90
    -594.00       0.56
    -588.50       2.57
    -583.00       0.12
    -577.50      -2.20
    -572.00      -0.16
    -566.50       1.89
    -561.00       0.16
    -555.50      -1.67
    -550.00       0.44
    -544.50       3.02
    -539.00       0.76
    -533.50      -0.87
    -528.00       0.83
    -522.50       2.85
    -517.00       1.08
    -511.50       0.22
    -506.00      -0.19
    -500.50      -1.35
    -495.00      -0.07
    -489.50       0.82
    -484.00       0.96
    -478.50       2.09
    -473.00       0.09
    -467.50      -1.66
    -462.00      -0.92
    -456.50      -0.80
    -451.00      -0.10
    -445.50       0.84
    -440.00       0.12
    -434.50      -0.14
    -429.00      -0.30
    -423.50      -0.67
    -418.00       0.04
    -412.50       1.00
    -407.00       0.22
    -401.50      -0.11
    -396.00       0.07
    -390.50       0.38
    -385.00      -0.48
    -379.50      -1.77
    -374.00      -0.72
    -368.50       0.16
    -363.00      -0.57
    -357.50      -0.94
    -352.00      -0.12
    -346.50       1.54
    -341.00      -0.51
    -335.50      -2.24
    -330.00      -0.78
    -324.50       0.49
    -319.00      -0.39
    -313.50      -1.04
    -308.00      -0.12
    -302.50       0.83
    -297.00       0.22
    -291.50       0.08
    -286.00      -0.77
    -280.50      -1.94
    -275.00      -0.64
    -269.50       0.63
    -264.00      -1.11
    -258.50      -2.92
    -253.00      -1.04
    -247.50       0.92
    -242.00      -0.06
    -236.50       0.15
    -231.00      -0.82
    -225.50      -1.83
    -220.00      -0.59
    -214.50       0.89
    -209.00      -0.74
    -203.50      -1.98
    -198.00      -1.86
    -192.50      -2.28
    -187.00      -1.22
    -181.50      -0.09
    -176.00      -0.54
    -170.50      -0.43
    -165.00      -0.74
    -159.50      -1.00
    -154.00      -1.30
    -148.50      -2.39
    -143.00      -0.85
    -137.50       0.18
    -132.00      -0.19
    -126.50      -0.34
    -121.00      -0.74
    -115.50      -0.97
    -110.00      -0.89
    -104.50      -0.98
     -99.00       0.10
     -93.50       2.24
     -88.00      -0.50
     -82.50      -3.24
     -77.00      -0.34
     -71.50       2.32
     -66.00       1.03
     -60.50       0.82
     -55.00       0.62
     -49.50       0.78
     -44.00      -0.17
     -38.50      -1.99
     -33.00       0.34
     -27.50       2.38
     -22.00       0.52
     -16.50      -1.12
     -11.00       0.26
      -5.50       1.67
       0.00       0.31
       5.50      -1.01
      11.00       0.97
      16.50       3.32
      22.00       1.13
      27.50      -1.11
      33.00       1.07
      38.50       3.10
      44.00       1.42
      49.50       0.16
      55.00       1.30
      60.50       2.74
      66.00       0.71
      71.50      -1.64
      77.00       0.80
      82.50       2.52
      88.00       1.67
      93.50       1.82
      99.00       1.01
     104.50       0.71
     110.00       1.12
     115.50       1.78
     121.00       1.22
     126.50       0.73
     132.00       1.16
     137.50       1.66
     143.00       1.63
     148.50       1.71
     154.00       1.48
     159.50       1.31
     165.00       1.36
     170.50       1.26
     176.00       2.01
     181.50       3.69
     187.00       1.02
     192.50      -1.67
     198.00       0.82
     203.50       3.51
     209.00       1.12
     214.50      -0.84
     220.00       0.67
     225.50       1.79
     231.00       0.42
     236.50      -1.04
     242.00       0.56
     247.50       2.47
     253.00      -0.03
     258.50      -2.92
     264.00       0.04
     269.50       2.66
     275.00       0.30
     280.50      -1.96
     286.00       0.35
     291.50       2.58
     297.00       0.72
     302.50      -0.98
     308.00       0.42
     313.50       1.37
     319.00       0.45
     324.50      -0.83
     330.00       1.11
     335.50       2.98
     341.00       0.84
     346.50      -1.17
     352.00      -0.12
     357.50       0.18
     363.00      -0.05
     368.50      -0.59
     374.00      -0.34
     379.50      -0.44
     385.00       0.08
     390.50       0.80
     396.00       0.10
     401.50      -0.56
     407.00      -0.43
     412.50      -0.59
     418.00      -1.22
     423.50      -2.71
     429.00      -1.10
     434.50       0.24
     440.00      -1.43
     445.50      -3.35
     451.00      -1.26
     456.50       0.99
     462.00      -1.09
     467.50      -3.10
     473.00      -1.30
     478.50       0.55
     484.00      -1.51
     489.50      -3.80
     495.00      -2.23
     500.50      -1.68
     506.00      -1.69
     511.50      -1.68
     517.00      -1.25
     522.50      -0.54
     528.00      -1.56
     533.50      -3.05
     539.00      -1.51
     544.50      -0.33
     550.00      -1.17
     555.50      -1.59
     561.00      -1.47
     566.50      -1.13
     572.00      -1.42
     577.50      -1.54
     583.00      -1.34
     588.50      -1.15
     594.00      -1.31
     599.50      -1.61
     605.00      -0.52
     610.50       1.45
     616.00      -1.20
     621.50      -3.96
     627.00      -0.28
     632.50       3.04
     638.00       0.43
     643.50      -2.08
     649.00       0.20
     654.50       2.80
     660.00       0.43
     665.50      -1.39
     671.00      -0.51
     676.50      -0.46
     682.00      -0.26
     687.50      -0.38
     693.00      -0.67
     698.50      -1.09
     704.00      -1.08
     709.50      -1.54
     715.00      -0.93
     720.50      -0.28
     726.00      -1.01
     731.50      -1.63
     737.00      -1.35
     742.50      -1.40
     748.00      -0.12
     753.50       2.04
     759.00      -0.15
     764.50      -2.13
     770.00       0.43
     775.50       3.61
     781.00       0.90
     786.50      -0.77
     792.00      -0.24
     797.50      -0.12
     803.00      -0.17
     808.50      -1.05
     814.00       0.79
     819.50       2.87
     825.00       0.73
     830.50      -1.00
     836.00       0.80
     841.50       2.61
     847.00       0.57
     852.50      -1.31
     858.00      -0.35
     863.50       0.28
     869.00       0.46
     874.50       1.14
     880.00       0.71
     885.50       0.41
     891.00       0.84
     896.50       1.42
     902.00       0.65
     907.50      -0.66
     913.00       1.27
     918.50       3.03
     924.00       1.74
     929.50       0.66
     935.00       1.10
     940.50       1.24
     946.00       1.46
     951.50       2.21
     957.00       0.66
