 -.2567E+00 0.5648E-07 0.1111E+04 0.1078E+15 0.7146E+14 0.2221E+14
 -.2548E+00 0.6639E-07 0.1112E+04 0.1267E+15 0.9142E+14 0.1068E+14
 -.2529E+00 0.6094E-07 0.1114E+04 0.1163E+15 0.9107E+14 -.5878E+13
 -.2510E+00 0.4254E-07 0.1116E+04 0.8118E+14 0.7299E+14 -.1984E+14
 -.2491E+00 0.1969E-07 0.1118E+04 0.3758E+14 0.4881E+14 -.2463E+14
 -.2473E+00 0.3205E-08 0.1119E+04 0.6118E+13 0.3164E+14 -.1777E+14
 -.2454E+00 0.1265E-08 0.1121E+04 0.2415E+13 0.3080E+14 -.2091E+13
 -.2435E+00 0.1556E-07 0.1123E+04 0.2970E+14 0.4781E+14 0.1541E+14
 -.2416E+00 0.4032E-07 0.1125E+04 0.7696E+14 0.7593E+14 0.2669E+14
 -.2398E+00 0.6475E-07 0.1126E+04 0.1236E+15 0.1031E+15 0.2633E+14
 -.2379E+00 0.7783E-07 0.1128E+04 0.1486E+15 0.1173E+15 0.1410E+14
 -.2361E+00 0.7342E-07 0.1130E+04 0.1401E+15 0.1121E+15 -.4753E+13
 -.2342E+00 0.5325E-07 0.1132E+04 0.1016E+15 0.8994E+14 -.2175E+14
 -.2324E+00 0.2640E-07 0.1134E+04 0.5040E+14 0.6119E+14 -.2894E+14
 -.2306E+00 0.5429E-08 0.1135E+04 0.1036E+14 0.3965E+14 -.2261E+14
 -.2287E+00 0.6843E-09 0.1137E+04 0.1306E+13 0.3641E+14 -.5114E+13
 -.2269E+00 0.1551E-07 0.1139E+04 0.2960E+14 0.5459E+14 0.1598E+14
 -.2251E+00 0.4441E-07 0.1141E+04 0.8477E+14 0.8764E+14 0.3116E+14
 -.2233E+00 0.7524E-07 0.1142E+04 0.1436E+15 0.1220E+15 0.3324E+14
 -.2215E+00 0.9447E-07 0.1144E+04 0.1803E+15 0.1428E+15 0.2073E+14
 -.2197E+00 0.9332E-07 0.1146E+04 0.1781E+15 0.1411E+15 -.1241E+13
 -.2179E+00 0.7194E-07 0.1148E+04 0.1373E+15 0.1176E+15 -.2305E+14
 -.2161E+00 0.3967E-07 0.1150E+04 0.7572E+14 0.8299E+14 -.3478E+14
 -.2143E+00 0.1119E-07 0.1151E+04 0.2136E+14 0.5339E+14 -.3071E+14
 -.2125E+00 0.4363E-11 0.1153E+04 0.8326E+10 0.4328E+14 -.1206E+14
 -.2108E+00 0.1233E-07 0.1155E+04 0.2353E+14 0.5886E+14 0.1328E+14
 -.2090E+00 0.4399E-07 0.1157E+04 0.8395E+14 0.9497E+14 0.3413E+14
 -.2072E+00 0.8195E-07 0.1158E+04 0.1564E+15 0.1371E+15 0.4092E+14
 -.2055E+00 0.1099E-06 0.1160E+04 0.2097E+15 0.1674E+15 0.3010E+14
 -.2037E+00 0.1154E-06 0.1162E+04 0.2202E+15 0.1730E+15 0.5930E+13
 -.2020E+00 0.9572E-07 0.1164E+04 0.1827E+15 0.1515E+15 -.2119E+14
 -.2002E+00 0.5935E-07 0.1165E+04 0.1133E+15 0.1124E+15 -.3920E+14
 -.1985E+00 0.2241E-07 0.1167E+04 0.4278E+14 0.7340E+14 -.3982E+14
 -.1967E+00 0.1719E-08 0.1169E+04 0.3280E+13 0.5239E+14 -.2231E+14
 -.1950E+00 0.7171E-08 0.1171E+04 0.1369E+14 0.5951E+14 0.5878E+13
 -.1933E+00 0.3713E-07 0.1173E+04 0.7086E+14 0.9246E+14 0.3229E+14
 -.1916E+00 0.7883E-07 0.1174E+04 0.1504E+15 0.1372E+15 0.4495E+14
 -.1899E+00 0.1139E-06 0.1176E+04 0.2173E+15 0.1743E+15 0.3778E+14
 -.1881E+00 0.1265E-06 0.1178E+04 0.2414E+15 0.1871E+15 0.1356E+14
 -.1864E+00 0.1106E-06 0.1180E+04 0.2110E+15 0.1701E+15 -.1713E+14
 -.1847E+00 0.7307E-07 0.1181E+04 0.1395E+15 0.1311E+15 -.4042E+14
 -.1830E+00 0.3096E-07 0.1183E+04 0.5909E+14 0.8826E+14 -.4540E+14
 -.1814E+00 0.3904E-08 0.1185E+04 0.7450E+13 0.6223E+14 -.2917E+14
 -.1797E+00 0.5392E-08 0.1187E+04 0.1029E+14 0.6655E+14 0.1605E+13
 -.1780E+00 0.3637E-07 0.1188E+04 0.6942E+14 0.1014E+15 0.3339E+14
 -.1763E+00 0.8439E-07 0.1190E+04 0.1611E+15 0.1532E+15 0.5176E+14
 -.1746E+00 0.1288E-06 0.1192E+04 0.2459E+15 0.2000E+15 0.4790E+14
 -.1730E+00 0.1500E-06 0.1194E+04 0.2862E+15 0.2216E+15 0.2280E+14
 -.1713E+00 0.1380E-06 0.1196E+04 0.2634E+15 0.2086E+15 -.1287E+14
 -.1697E+00 0.9787E-07 0.1197E+04 0.1868E+15 0.1667E+15 -.4330E+14
 -.1680E+00 0.4724E-07 0.1199E+04 0.9016E+14 0.1149E+15 -.5458E+14
 -.1664E+00 0.9145E-08 0.1201E+04 0.1745E+14 0.7701E+14 -.4106E+14
 -.1647E+00 0.1495E-08 0.1203E+04 0.2853E+13 0.7093E+14 -.8248E+13
 -.1631E+00 0.2881E-07 0.1204E+04 0.5499E+14 0.1006E+15 0.2945E+14
 -.1615E+00 0.7978E-07 0.1206E+04 0.1523E+15 0.1536E+15 0.5494E+14
 -.1598E+00 0.1319E-06 0.1208E+04 0.2518E+15 0.2068E+15 0.5622E+14
 -.1582E+00 0.1616E-06 0.1210E+04 0.3085E+15 0.2363E+15 0.3200E+14
 -.1566E+00 0.1549E-06 0.1211E+04 0.2956E+15 0.2288E+15 -.7276E+13
 -.1550E+00 0.1142E-06 0.1213E+04 0.2179E+15 0.1880E+15 -.4388E+14
 -.1534E+00 0.5792E-07 0.1215E+04 0.1106E+15 0.1334E+15 -.6062E+14
 -.1518E+00 0.1266E-07 0.1217E+04 0.2416E+14 0.9181E+14 -.4880E+14
 -.1502E+00 0.1079E-08 0.1219E+04 0.2059E+13 0.8558E+14 -.1248E+14
 -.1486E+00 0.3148E-07 0.1220E+04 0.6009E+14 0.1218E+15 0.3277E+14
 -.1470E+00 0.9330E-07 0.1222E+04 0.1781E+15 0.1884E+15 0.6665E+14
 -.1454E+00 0.1611E-06 0.1224E+04 0.3076E+15 0.2590E+15 0.7313E+14
 -.1438E+00 0.2057E-06 0.1226E+04 0.3926E+15 0.3041E+15 0.4801E+14
 -.1422E+00 0.2069E-06 0.1227E+04 0.3949E+15 0.3044E+15 0.1299E+13
 -.1406E+00 0.1635E-06 0.1229E+04 0.3120E+15 0.2600E+15 -.4680E+14
 -.1391E+00 0.9419E-07 0.1231E+04 0.1798E+15 0.1909E+15 -.7468E+14
